Your Rank,Latitude,Longitude
12,42.2872822640328,-71.1580113901807
10,42.2976086548852,-71.1580113901807
9,42.3079350457377,-71.1580113901807
9,42.3182614365901,-71.1580113901807
9,42.3285878274426,-71.1580113901807
8,42.3389142182951,-71.1580113901807
9,42.3492406091475,-71.1580113901807
10,42.359567,-71.1580113901807
9,42.3698933908525,-71.1580113901807
9,42.3802197817049,-71.1580113901807
10,42.3905461725574,-71.1580113901807
10,42.4008725634099,-71.1580113901807
10,42.4111989542623,-71.1580113901807
12,42.4215253451148,-71.1580113901807
12,42.4318517359672,-71.1580113901807
12,42.2872822640328,-71.1440366201549
9,42.2976086548852,-71.1440366201549
8,42.3079350457377,-71.1440366201549
6,42.3182614365901,-71.1440366201549
7,42.3285878274426,-71.1440366201549
6,42.3389142182951,-71.1440366201549
6,42.3492406091475,-71.1440366201549
6,42.359567,-71.1440366201549
6,42.3698933908525,-71.1440366201549
5,42.3802197817049,-71.1440366201549
7,42.3905461725574,-71.1440366201549
7,42.4008725634099,-71.1440366201549
8,42.4111989542623,-71.1440366201549
11,42.4215253451148,-71.1440366201549
11,42.4318517359672,-71.1440366201549
9,42.2872822640328,-71.1300618501291
10,42.2976086548852,-71.1300618501291
10,42.3079350457377,-71.1300618501291
8,42.3182614365901,-71.1300618501291
8,42.3285878274426,-71.1300618501291
8,42.3389142182951,-71.1300618501291
8,42.3492406091475,-71.1300618501291
8,42.359567,-71.1300618501291
8,42.3698933908525,-71.1300618501291
9,42.3802197817049,-71.1300618501291
9,42.3905461725574,-71.1300618501291
9,42.4008725634099,-71.1300618501291
12,42.4111989542623,-71.1300618501291
11,42.4215253451148,-71.1300618501291
11,42.4318517359672,-71.1300618501291
11,42.2872822640328,-71.1160870801033
10,42.2976086548852,-71.1160870801033
10,42.3079350457377,-71.1160870801033
9,42.3182614365901,-71.1160870801033
9,42.3285878274426,-71.1160870801033
9,42.3389142182951,-71.1160870801033
9,42.3492406091475,-71.1160870801033
8,42.359567,-71.1160870801033
8,42.3698933908525,-71.1160870801033
9,42.3802197817049,-71.1160870801033
9,42.3905461725574,-71.1160870801033
10,42.4008725634099,-71.1160870801033
12,42.4111989542623,-71.1160870801033
12,42.4215253451148,-71.1160870801033
13,42.4318517359672,-71.1160870801033
11,42.2872822640328,-71.1021123100774
10,42.2976086548852,-71.1021123100774
10,42.3079350457377,-71.1021123100774
10,42.3182614365901,-71.1021123100774
10,42.3285878274426,-71.1021123100774
9,42.3389142182951,-71.1021123100774
9,42.3492406091475,-71.1021123100774
8,42.359567,-71.1021123100774
8,42.3698933908525,-71.1021123100774
9,42.3802197817049,-71.1021123100774
10,42.3905461725574,-71.1021123100774
9,42.4008725634099,-71.1021123100774
13,42.4111989542623,-71.1021123100774
13,42.4215253451148,-71.1021123100774
14,42.4318517359672,-71.1021123100774
12,42.2872822640328,-71.0881375400516
10,42.2976086548852,-71.0881375400516
10,42.3079350457377,-71.0881375400516
9,42.3182614365901,-71.0881375400516
9,42.3285878274426,-71.0881375400516
7,42.3389142182951,-71.0881375400516
7,42.3492406091475,-71.0881375400516
7,42.359567,-71.0881375400516
7,42.3698933908525,-71.0881375400516
7,42.3802197817049,-71.0881375400516
8,42.3905461725574,-71.0881375400516
8,42.4008725634099,-71.0881375400516
12,42.4111989542623,-71.0881375400516
14,42.4215253451148,-71.0881375400516
14,42.4318517359672,-71.0881375400516
12,42.2872822640328,-71.0741627700258
11,42.2976086548852,-71.0741627700258
9,42.3079350457377,-71.0741627700258
9,42.3182614365901,-71.0741627700258
9,42.3285878274426,-71.0741627700258
8,42.3389142182951,-71.0741627700258
8,42.3492406091475,-71.0741627700258
7,42.359567,-71.0741627700258
7,42.3698933908525,-71.0741627700258
7,42.3802197817049,-71.0741627700258
8,42.3905461725574,-71.0741627700258
7,42.4008725634099,-71.0741627700258
7,42.4111989542623,-71.0741627700258
13,42.4215253451148,-71.0741627700258
16,42.4318517359672,-71.0741627700258
13,42.2872822640328,-71.060188
11,42.2976086548852,-71.060188
9,42.3079350457377,-71.060188
8,42.3182614365901,-71.060188
8,42.3285878274426,-71.060188
8,42.3389142182951,-71.060188
8,42.3492406091475,-71.060188
2,42.359567,-71.060188
7,42.3698933908525,-71.060188
8,42.3802197817049,-71.060188
7,42.3905461725574,-71.060188
7,42.4008725634099,-71.060188
10,42.4111989542623,-71.060188
12,42.4215253451148,-71.060188
14,42.4318517359672,-71.060188
14,42.2872822640328,-71.0462132299742
9,42.2976086548852,-71.0462132299742
8,42.3079350457377,-71.0462132299742
8,42.3182614365901,-71.0462132299742
8,42.3285878274426,-71.0462132299742
8,42.3389142182951,-71.0462132299742
8,42.3492406091475,-71.0462132299742
8,42.359567,-71.0462132299742
8,42.3698933908525,-71.0462132299742
8,42.3802197817049,-71.0462132299742
9,42.3905461725574,-71.0462132299742
9,42.4008725634099,-71.0462132299742
10,42.4111989542623,-71.0462132299742
10,42.4215253451148,-71.0462132299742
14,42.4318517359672,-71.0462132299742
13,42.2872822640328,-71.0322384599484
12,42.2976086548852,-71.0322384599484
8,42.3079350457377,-71.0322384599484
8,42.3182614365901,-71.0322384599484
8,42.3285878274426,-71.0322384599484
8,42.3389142182951,-71.0322384599484
8,42.3492406091475,-71.0322384599484
8,42.359567,-71.0322384599484
8,42.3698933908525,-71.0322384599484
8,42.3802197817049,-71.0322384599484
9,42.3905461725574,-71.0322384599484
9,42.4008725634099,-71.0322384599484
10,42.4111989542623,-71.0322384599484
10,42.4215253451148,-71.0322384599484
12,42.4318517359672,-71.0322384599484
13,42.2872822640328,-71.0182636899226
12,42.2976086548852,-71.0182636899226
8,42.3079350457377,-71.0182636899226
8,42.3182614365901,-71.0182636899226
7,42.3285878274426,-71.0182636899226
7,42.3389142182951,-71.0182636899226
8,42.3492406091475,-71.0182636899226
8,42.359567,-71.0182636899226
8,42.3698933908525,-71.0182636899226
9,42.3802197817049,-71.0182636899226
10,42.3905461725574,-71.0182636899226
9,42.4008725634099,-71.0182636899226
11,42.4111989542623,-71.0182636899226
15,42.4215253451148,-71.0182636899226
11,42.4318517359672,-71.0182636899226
12,42.2872822640328,-71.0042889198968
12,42.2976086548852,-71.0042889198968
9,42.3079350457377,-71.0042889198968
8,42.3182614365901,-71.0042889198968
8,42.3285878274426,-71.0042889198968
8,42.3389142182951,-71.0042889198968
8,42.3492406091475,-71.0042889198968
8,42.359567,-71.0042889198968
7,42.3698933908525,-71.0042889198968
8,42.3802197817049,-71.0042889198968
9,42.3905461725574,-71.0042889198968
8,42.4008725634099,-71.0042889198968
11,42.4111989542623,-71.0042889198968
10,42.4215253451148,-71.0042889198968
11,42.4318517359672,-71.0042889198968
11,42.2872822640328,-70.990314149871
7,42.2976086548852,-70.990314149871
8,42.3079350457377,-70.990314149871
8,42.3182614365901,-70.990314149871
8,42.3285878274426,-70.990314149871
8,42.3389142182951,-70.990314149871
8,42.3492406091475,-70.990314149871
8,42.359567,-70.990314149871
7,42.3698933908525,-70.990314149871
7,42.3802197817049,-70.990314149871
9,42.3905461725574,-70.990314149871
8,42.4008725634099,-70.990314149871
11,42.4111989542623,-70.990314149871
10,42.4215253451148,-70.990314149871
12,42.4318517359672,-70.990314149871
11,42.2872822640328,-70.9763393798451
9,42.2976086548852,-70.9763393798451
8,42.3079350457377,-70.9763393798451
8,42.3182614365901,-70.9763393798451
8,42.3285878274426,-70.9763393798451
8,42.3389142182951,-70.9763393798451
8,42.3492406091475,-70.9763393798451
7,42.359567,-70.9763393798451
7,42.3698933908525,-70.9763393798451
8,42.3802197817049,-70.9763393798451
8,42.3905461725574,-70.9763393798451
8,42.4008725634099,-70.9763393798451
10,42.4111989542623,-70.9763393798451
8,42.4215253451148,-70.9763393798451
11,42.4318517359672,-70.9763393798451
9,42.2872822640328,-70.9623646098193
9,42.2976086548852,-70.9623646098193
8,42.3079350457377,-70.9623646098193
8,42.3182614365901,-70.9623646098193
8,42.3285878274426,-70.9623646098193
8,42.3389142182951,-70.9623646098193
8,42.3492406091475,-70.9623646098193
9,42.359567,-70.9623646098193
10,42.3698933908525,-70.9623646098193
10,42.3802197817049,-70.9623646098193
