City,Sample,drop,geodist,rank,Latitude,Longitude
Atlanta,02,3,6.913,21,33.8319724182951,-84.4280718306231
Atlanta,02,3,6.91,21,33.8422988091475,-84.4280718306231
Atlanta,02,3,6.909,21,33.8526252,-84.4280718306231
Atlanta,02,3,6.91,21,33.8629515908525,-84.4280718306231
Atlanta,02,3,6.913,21,33.8732779817049,-84.4280718306231
Atlanta,02,3,6.918,21,33.8836043725574,-84.4280718306231
Atlanta,02,3,6.924,21,33.8939307634099,-84.4280718306231
Atlanta,02,3,6.932,21,33.9042571542623,-84.4280718306231
Atlanta,02,3,6.942,21,33.9145835451148,-84.4280718306231
Atlanta,02,3,6.954,21,33.9249099359672,-84.4280718306231
Atlanta,02,3,5.583,21,33.7803404640328,-84.4156374844985
Atlanta,02,3,5.569,21,33.7906668548852,-84.4156374844985
Atlanta,02,3,5.556,21,33.8009932457377,-84.4156374844985
Atlanta,02,3,5.546,21,33.8113196365901,-84.4156374844985
Atlanta,02,3,5.538,21,33.8216460274426,-84.4156374844985
Atlanta,02,3,5.532,21,33.8319724182951,-84.4156374844985
Atlanta,02,3,5.529,21,33.8422988091475,-84.4156374844985
Atlanta,02,3,5.527,21,33.8526252,-84.4156374844985
Atlanta,02,3,5.529,21,33.8629515908525,-84.4156374844985
Atlanta,02,3,5.532,21,33.8732779817049,-84.4156374844985
Atlanta,02,3,5.538,21,33.8836043725574,-84.4156374844985
Atlanta,02,3,5.546,21,33.8939307634099,-84.4156374844985
Atlanta,02,3,5.556,21,33.9042571542623,-84.4156374844985
Atlanta,02,3,5.569,21,33.9145835451148,-84.4156374844985
Atlanta,02,3,5.583,21,33.9249099359672,-84.4156374844985
Atlanta,02,3,4.22,21,33.7803404640328,-84.4032031383739
Atlanta,02,3,4.2,21,33.7906668548852,-84.4032031383739
Atlanta,02,3,4.184,21,33.8009932457377,-84.4032031383739
Atlanta,02,3,4.17,21,33.8113196365901,-84.4032031383739
Atlanta,02,3,4.159,21,33.8216460274426,-84.4032031383739
Atlanta,02,3,4.152,21,33.8319724182951,-84.4032031383739
Atlanta,02,3,4.147,21,33.8422988091475,-84.4032031383739
Atlanta,02,3,4.146,21,33.8526252,-84.4032031383739
Atlanta,02,3,4.147,21,33.8629515908525,-84.4032031383739
Atlanta,02,3,4.152,21,33.8732779817049,-84.4032031383739
Atlanta,02,3,4.159,21,33.8836043725574,-84.4032031383739
Atlanta,02,3,4.17,21,33.8939307634099,-84.4032031383739
Atlanta,02,3,4.184,21,33.9042571542623,-84.4032031383739
Atlanta,02,3,4.2,21,33.9145835451148,-84.4032031383739
Atlanta,02,3,4.22,21,33.9249099359672,-84.4032031383739
Atlanta,02,3,2.874,21,33.7803404640328,-84.3907687922493
Atlanta,02,3,2.845,21,33.7906668548852,-84.3907687922493
Atlanta,02,3,2.821,21,33.8009932457377,-84.3907687922493
Atlanta,02,3,2.8,21,33.8113196365901,-84.3907687922493
Atlanta,02,3,2.784,21,33.8216460274426,-84.3907687922493
Atlanta,02,3,2.773,21,33.8319724182951,-84.3907687922493
Atlanta,02,3,2.766,21,33.8422988091475,-84.3907687922493
Atlanta,02,3,2.764,21,33.8526252,-84.3907687922493
Atlanta,02,3,2.766,21,33.8629515908525,-84.3907687922493
Atlanta,02,3,2.773,21,33.8732779817049,-84.3907687922493
Atlanta,02,3,2.784,21,33.8836043725574,-84.3907687922493
Atlanta,02,3,2.8,21,33.8939307634099,-84.3907687922493
Atlanta,02,3,2.821,21,33.9042571542623,-84.3907687922493
Atlanta,02,3,2.845,21,33.9145835451148,-84.3907687922493
Atlanta,02,3,2.874,21,33.9249099359672,-84.3907687922493
Atlanta,02,3,1.591,21,33.7803404640328,-84.3783344461246
Atlanta,02,3,1.538,21,33.7906668548852,-84.3783344461246
Atlanta,02,3,1.492,21,33.8009932457377,-84.3783344461246
Atlanta,02,3,1.453,21,33.8113196365901,-84.3783344461246
Atlanta,02,3,1.423,21,33.8216460274426,-84.3783344461246
Atlanta,02,3,1.4,21,33.8319724182951,-84.3783344461246
Atlanta,02,3,1.386,21,33.8422988091475,-84.3783344461246
Atlanta,02,3,1.382,21,33.8526252,-84.3783344461246
Atlanta,02,3,1.386,21,33.8629515908525,-84.3783344461246
Atlanta,02,3,1.4,21,33.8732779817049,-84.3783344461246
Atlanta,02,3,1.423,21,33.8836043725574,-84.3783344461246
Atlanta,02,3,1.453,21,33.8939307634099,-84.3783344461246
Atlanta,02,3,1.492,21,33.9042571542623,-84.3783344461246
Atlanta,02,3,1.538,21,33.9145835451148,-84.3783344461246
Atlanta,02,3,1.591,21,33.9249099359672,-84.3783344461246
Atlanta,02,3,0.789,21,33.7803404640328,-84.3659001
Atlanta,02,3,0.676,21,33.7906668548852,-84.3659001
Atlanta,02,3,0.563,21,33.8009932457377,-84.3659001
Atlanta,02,3,0.451,21,33.8113196365901,-84.3659001
Atlanta,02,3,0.338,21,33.8216460274426,-84.3659001
Atlanta,02,3,0.225,21,33.8319724182951,-84.3659001
Atlanta,02,3,0.113,21,33.8422988091475,-84.3659001
Atlanta,02,0,0,18,33.8526252,-84.3659001
Atlanta,02,3,0.113,21,33.8629515908525,-84.3659001
Atlanta,02,3,0.225,21,33.8732779817049,-84.3659001
Atlanta,02,3,0.338,21,33.8836043725574,-84.3659001
Atlanta,02,3,0.451,21,33.8939307634099,-84.3659001
Atlanta,02,3,0.563,21,33.9042571542623,-84.3659001
Atlanta,02,3,0.676,21,33.9145835451148,-84.3659001
Atlanta,02,3,0.789,21,33.9249099359672,-84.3659001
Atlanta,02,3,1.591,21,33.7803404640328,-84.3534657538754
Atlanta,02,3,1.538,21,33.7906668548852,-84.3534657538754
Atlanta,02,3,1.492,21,33.8009932457377,-84.3534657538754
Atlanta,02,3,1.453,21,33.8113196365901,-84.3534657538754
Atlanta,02,3,1.423,21,33.8216460274426,-84.3534657538754
Atlanta,02,3,1.4,21,33.8319724182951,-84.3534657538754
Atlanta,02,3,1.386,21,33.8422988091475,-84.3534657538754
Atlanta,02,3,1.382,21,33.8526252,-84.3534657538754
Atlanta,02,3,1.386,21,33.8629515908525,-84.3534657538754
Atlanta,02,3,1.4,21,33.8732779817049,-84.3534657538754
Atlanta,02,3,1.423,21,33.8836043725574,-84.3534657538754
Atlanta,02,3,1.453,21,33.8939307634099,-84.3534657538754
Atlanta,02,3,1.492,21,33.9042571542623,-84.3534657538754
Atlanta,02,3,1.538,21,33.9145835451148,-84.3534657538754
Atlanta,02,3,1.591,21,33.9249099359672,-84.3534657538754
Atlanta,02,3,2.874,21,33.7803404640328,-84.3410314077507
Atlanta,02,3,2.845,21,33.7906668548852,-84.3410314077507
Atlanta,02,3,2.821,21,33.8009932457377,-84.3410314077507
Atlanta,02,3,2.8,21,33.8113196365901,-84.3410314077507
Atlanta,02,3,2.784,21,33.8216460274426,-84.3410314077507
Atlanta,02,3,2.773,21,33.8319724182951,-84.3410314077507
Atlanta,02,3,2.766,21,33.8422988091475,-84.3410314077507
Atlanta,02,3,2.764,21,33.8526252,-84.3410314077507
Atlanta,02,3,2.766,21,33.8629515908525,-84.3410314077507
Atlanta,02,3,2.773,21,33.8732779817049,-84.3410314077507
Atlanta,02,3,2.784,21,33.8836043725574,-84.3410314077507
Atlanta,02,3,2.8,21,33.8939307634099,-84.3410314077507
Atlanta,02,3,2.821,21,33.9042571542623,-84.3410314077507
Atlanta,02,3,2.845,21,33.9145835451148,-84.3410314077507
Atlanta,02,3,2.874,21,33.9249099359672,-84.3410314077507
Atlanta,02,3,4.22,21,33.7803404640328,-84.3285970616261
Atlanta,02,3,4.2,21,33.7906668548852,-84.3285970616261
Atlanta,02,3,4.184,21,33.8009932457377,-84.3285970616261
Atlanta,02,3,4.17,21,33.8113196365901,-84.3285970616261
Atlanta,02,3,4.159,21,33.8216460274426,-84.3285970616261
Atlanta,02,3,4.152,21,33.8319724182951,-84.3285970616261
Atlanta,02,3,4.147,21,33.8422988091475,-84.3285970616261
Atlanta,02,3,4.146,21,33.8526252,-84.3285970616261
Atlanta,02,3,4.147,21,33.8629515908525,-84.3285970616261
Atlanta,02,3,4.152,21,33.8732779817049,-84.3285970616261
Atlanta,02,3,4.159,21,33.8836043725574,-84.3285970616261
Atlanta,02,3,4.17,21,33.8939307634099,-84.3285970616261
Atlanta,02,3,4.184,21,33.9042571542623,-84.3285970616261
Atlanta,02,3,4.2,21,33.9145835451148,-84.3285970616261
Atlanta,02,3,4.22,21,33.9249099359672,-84.3285970616261
Atlanta,02,3,5.583,21,33.7803404640328,-84.3161627155015
Atlanta,02,3,5.569,21,33.7906668548852,-84.3161627155015
Atlanta,02,3,5.556,21,33.8009932457377,-84.3161627155015
Atlanta,02,3,5.546,21,33.8113196365901,-84.3161627155015
Atlanta,02,3,5.538,21,33.8216460274426,-84.3161627155015
Atlanta,02,3,5.532,21,33.8319724182951,-84.3161627155015
Atlanta,02,3,5.529,21,33.8422988091475,-84.3161627155015
Atlanta,02,3,5.527,21,33.8526252,-84.3161627155015
Atlanta,02,3,5.529,21,33.8629515908525,-84.3161627155015
Atlanta,02,3,5.532,21,33.8732779817049,-84.3161627155015
Atlanta,02,3,5.538,21,33.8836043725574,-84.3161627155015
Atlanta,02,3,5.546,21,33.8939307634099,-84.3161627155015
Atlanta,02,3,5.556,21,33.9042571542623,-84.3161627155015
Atlanta,02,3,5.569,21,33.9145835451148,-84.3161627155015
Atlanta,02,3,5.583,21,33.9249099359672,-84.3161627155015
Atlanta,02,3,6.954,21,33.7803404640328,-84.3037283693768
Atlanta,02,3,6.942,21,33.7906668548852,-84.3037283693768
Atlanta,02,3,6.932,21,33.8009932457377,-84.3037283693768
Atlanta,02,3,6.924,21,33.8113196365901,-84.3037283693768
Atlanta,02,3,6.918,21,33.8216460274426,-84.3037283693768
Atlanta,02,3,6.913,21,33.8319724182951,-84.3037283693768
Atlanta,02,3,6.91,21,33.8422988091475,-84.3037283693768
Atlanta,02,3,6.909,21,33.8526252,-84.3037283693768
Atlanta,02,3,6.91,21,33.8629515908525,-84.3037283693768
Atlanta,02,3,6.913,21,33.8732779817049,-84.3037283693768
Atlanta,02,3,6.918,21,33.8836043725574,-84.3037283693768
Atlanta,02,3,6.924,21,33.8939307634099,-84.3037283693768
Atlanta,02,3,6.932,21,33.9042571542623,-84.3037283693768
Atlanta,02,3,6.942,21,33.9145835451148,-84.3037283693768
Atlanta,02,3,6.954,21,33.9249099359672,-84.3037283693768
Atlanta,02,3,8.329,21,33.7803404640328,-84.2912940232522
Atlanta,02,3,8.319,21,33.7906668548852,-84.2912940232522
Atlanta,02,3,8.31,21,33.8009932457377,-84.2912940232522
Atlanta,02,3,8.303,21,33.8113196365901,-84.2912940232522
